"Fav","CPID","Payer Name","Eligibility RealtimePayer ID","Payer ID","Portal Avail","Claim Type","State","Connectivity Available (CS, E)","2nd Level Auth (CS, E)","Enrollment Required","2nd CL","C","R","E","CS","A","ARS","AR","Paper CPID","Claim Status Payer ID","Claim Status Portal ID","Eligibility Portal ID","Claim Insurance Type","Claim Surcharge Amount","Attachment Type","Attachment Delivery Method","CS Transmission Type","Must Submit Claims to CH","Remit Pass-through Fee"
"No","1184","SOUTHWEST SERVICE ADMINISTRATORS, INC.","","CX100","E:https://www.ssatpa.com/company-website/providers","Professional","","N/A, P","N/A, N"," ","Yes","Yes","No","Yes","No","No","No","No","4320","","","SOWST1","Commercial/HMO","0.1",,"",,"",""
"No","1186","ML HEALTHCARE","","26097","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1188","WELLSPAN EMPLOYEE ASSISTANCE PROGRAM","","CB457","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1189","INDEPENDENCE AMERICAN INSURANCE COMPANY","","CB231","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1193","PHP TPA SERVICES","","30031","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1195","COVENANT MANAGEMENT SYSTEMS EMPLOYEE BENEFIT PLAN","","CMSEB","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1197","CHILDREN'S SPECIALISTS OF SAN DIEGO","","CSSD2","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1198","EMPLOYER DIRECT HEALTHCARE","","48888","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1199","SCRIPPS HEALTH PLAN MSO","","SHPM1","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1200","CAREATC","","57721","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1201","WOMEN'S HEALTH CHECK","","12113","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1201","CHILDRENS SPECIAL HEALTH PROGRAM","","12113","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1201","IDAHO WOMEN AND CHILD PROGRAMS","","12113","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1202","PACIFIC SOUTHWEST ADMINISTRATORS","","75309","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1203","TCC BASIC PLUS","","41204","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1205","LIFEWORKS ADVANTAGE (ISNP PLAN)","","LWA01","E:https://lifeworksadvantage.com/providers-partners/#segundo","Professional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4320","","","LFWRK1","Commercial/HMO","",,"",,"",""
"No","1206","DESERT VALLEY MEDICAL GROUP","","DVMC1","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1207","LOCAL 137 OPERATING ENGINEERS WELFARE FUND","","84041","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1210","ALPHACARE","","ALPHA","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"",""
"No","1211","UNIVERSITY OF ILLINOIS\t","","UIC67","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1211","CAMPUSCARE","","UIC67","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1212","FLORIDA PACE CENTERS","","FLPAC","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1213","NHC ADVANTAGE","","NHC01","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1214","AGERIGHT ADVANTAGE HEALTH PLAN","","ARA01","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1216","BAKERY AND CONFECTIONERY UNION AND INDUSTRY INTERN","","BCTF1","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1217","BENEFIT PLAN ADMINISTRATORS - HYLTON PAYROLL","","19753","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1218","BRITCAY MEDICAL","","22286","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1219","BENEFIT MANAGEMENT LLC/VBA","","88092","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1221","CONTESSA HEALTH","","99433","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1223","NAHGA CLAIM SERVICES","","67788","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1224","NEW MEXICO PUBLIC SCHOOLS INSURANCE AUTHORITY","","85036","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1226","AEGIS ADMINISTRATIVE SERVICES","","CB637","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1228","SUPERIOR INSURANCE SERVICES","","97802","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1229","ILLINOIS PHYSICIANS ALLIANCE IPA","","IPA99","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1231","IMAGINE HEALTH","","43123","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1232","DENVER HEALTH MEDICAL PLAN, INC. - MEDICARE CHOICE","","84131","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1239","PSKW LLC","","PSKW0","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1243","BLUE CROSS COMMUNITY CENTENNIAL","","MC721","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1245","ASSURANT SUPPLEMENTAL INSURANCE","","ASHC1","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1245","NATIONAL GENERAL","","ASHC1","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1246","YAMHILL COUNTY CCO (MENTAL HEALTH)","","77130","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Medicare","",,"",,"","0.0045"
"No","1247","WASHINGTON COUNTY GENERAL FUND","","77111","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1251","AVALON ADMINISTRATIVE SERVICES - BCBSNC","","AVA02","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1252","WEST VIRGINIA SENIOR ADVANTAGE","","WVS01","E:https://planprovportal.align-360.com/ez-net60wva/login.aspx?returnurl=%2fez-net60wva%2faccount%2flogin.aspx","Professional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4320","","","WVSAD1","Commercial/HMO","",,"",,"",""
"No","1254","JPS CONNECTION","","75604","","Professional","","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1255","BLUE CROSS COMPLETE - JVHL","","KP","","Professional","","N/A, N/A","N/A, N/A","C,R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1256","AMERIHEALTH CARITAS VIP CARE PLUS - JVHL","","MD","","Professional","","N/A, N/A","N/A, N/A","C,R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1258","GLOBAL HEALTHCARE ALLIANCE","","GHAHSS","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"",""
"No","1260","EAST BOSTON NEIGHBORHOOD PACE","","25849","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1261","SURGERY ONE IPA, INC.","","SOIPA","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","No","No","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"",""
"No","1262","TEXAS HEALTH AETNA","","88221","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","Yes","No","No","4320","","","","Commercial/HMO","","Unsolicited","Electronic",,"",""
"No","1266","SENIOR NETWORK HEALTH - UTICA","","15682","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1267","PACE GREATE NEW ORLEANS (NORLN)","","21614","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1270","MERCY PROVIDER NETWORK","","43185","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1271","TEAMSTERS MEDICARE TRUST FOR RETIRED EMPLOYEES (TM","","43619","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1272","PRIME HEALTH CHOICE","","81502","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1273","THE MACALUSO GROUP","","82694","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1274","MERCHANTS BENEFIT ADMINISTRATION","","86087","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1275","CEDARS SINAI MEDICAL CENTER","","95164","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1278","LUTHER CARE","","CB212","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1280","HEALTHCARE HIGHWAYS","","HCH01","E:https://connect.healthaxis.com/signin.aspx?c=hsb&sc=hch&p=1&n=1","Professional","","N/A, P","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","","","","HCHW1","Commercial/HMO","",,"",,"",""
"No","1281","PASSPORT HEALTH PLAN DOS BEFORE 1/1/2021","","61325","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1282","UTMB CARE","","RUTMB","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"",""
"No","1283","HEALTHSCOPE BENEFITS","","71084","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1284","BENEFIT PLAN ADMINISTRATORS","","88052","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","1285","SENTARA MENTAL HEALTH","","5415M","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1286","UTMB 3 SHARE","","UTMB3","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1288","UNITED CLAIM SOLUTIONS","","20090","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1289","BROWN AND TOLAND MEDICAL GROUP","","94316","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1291","UMPQUA HEALTH ALLIANCE","","77505","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"","0.0045"
"No","1292","OSU SOONERCARE SECONDARY","","7661S","","Professional","","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"",""
"No","1293","LUCET","","NDX99","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1294","SAN BERNARDINO MEDICAL GROUP","","SBMED","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1295","IMPERIAL HEALTH HOLDINGS MEDICAL GROUP","","IHHMG","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1297","PROFESSIONAL CLAIMS MANAGEMENT (BURR RIDGE, IL)","","","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1298","KOVA HEALTHCARE INC","","KOVA1","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1299","AMBETTER OF NORTH CAROLINA","","68069","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","Yes","No","No","4320","","","","Commercial/HMO","","Unsolicited","Electronic",,"","0.0045"
"No","1300","QUALMED OREGON HEALTH PLANS","","","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","1300","","","","Commercial/HMO","",,"",,"",""
"No","1306","MICHIGAN HLTH BENEFITS CLAIM REVIEW FORM","","","","Professional","MI","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","1306MI","","","","Blue Cross/Blue Shield","",,"",,"",""
"No","1308","WEST VIRGINIA BC BS OF  PARKERSBURG","","","","Professional","WV","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","1308WV","","","","Blue Cross/Blue Shield","",,"",,"",""
"No","1360","TEXAS WORKERS' COMPENSATION","","","","Professional","TX","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","1360TX","","","","Workers Compensation","",,"",,"",""
"No","1424","ASSERTA HEALTH","","IHS14","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","1426","YUZU HEALTH","","IHS15","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","1428","KELSEY-SEYBOLD","","KELSE","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1498","ELMCO","","60509","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1504","UCS (THE CITY OF EAST CHICAGO)","","56001","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1505","FEDERALLY QUALIFIED HEALTHCARE CLINICS","","06001","","Institutional","","E, N/A","N/A, N/A","C,R,CS","Yes","Yes","Yes","No","Yes","Yes","No","No","4351","1505","","","Medicare","","Solicited","","Batch","",""
"No","1511","CHIROMETRICS","","33070","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1515","ASSERTA HEALTH","","IHS14","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"No",""
"No","1516","UNIFIED PHYSICIANS NETWORK DOS AFTER 12/31/2021","","37105","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1516","ARCADIA HEALTHCARE SOLUTIONS","","37105","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1516","SAGE TECHNOLOGIES ","","37105","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1516","PROGRESS HEALTH HMO","","37105","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1517","HEALTHSMART PREFERRED CARE, INC.","","75250","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","0.1",,"",,"",""
"No","1518","AKAMAI ADVANTAGE (MEDICARE ADVANTAGE PLAN)","","990040115","CS:https://hhin.hmsa.com/hhin/login/login.aspx?returnurl=%2fhhin%2fdefault.aspx","Institutional","HI","B, N/A","N, N/A","C,R,CS","Yes","Yes","Yes","No","Yes","No","No","No","4353","1518","HMSA1","","Blue Cross/Blue Shield","",,"","Batch","",""
"No","1518","HAWAII BLUE CROSS","","990040115","CS:https://hhin.hmsa.com/hhin/login/login.aspx?returnurl=%2fhhin%2fdefault.aspx","Institutional","HI","B, N/A","N, N/A","C,R,CS","Yes","Yes","Yes","No","Yes","No","No","No","4353","1518","HMSA1","","Blue Cross/Blue Shield","",,"","Batch","",""
"No","1524","YUZU HEALTH","","IHS15","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"No",""
"No","1537","SANTE COMMUNITY PHYSICIANS MEDICAL GROUP CORP","","SNTMC","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1538","SELMAN TRICARE SUPPLEMENT","","TRSEL","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1539","SOUTH FLORIDA MUSCULOSKELETAL CARE","","06294","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
